"TOA5","CR800Series","CR800","36521","CR800.Std.28","CPU:CCSS000544_test.CR8","45334","Table1"
"TIMESTAMP","RECORD","BattV_Avg","PTemp_C_Avg","AirTC_Avg","RH","SlrW_Avg","SlrMJ_Tot","WS_ms_S_WVT","WindDir_D1_WVT","Rain_mm_Tot","BP_mbar_Avg"
"TS","RN","Volts","Deg C","Deg C","%","W/m²","MJ/m²","meters/second","Deg","mm","mbar"
"","","Avg","Avg","Avg","Smp","Avg","Tot","WVc","WVc","Tot","Avg"
"2016-01-11 18:00:00",1099,13.01,9.15,4.922,80.2,27.39,0.09860766,8.44,244.7,0,353.4
"2016-01-11 19:00:00",1100,12.9,8.77,3.974,85.2,1.188,0.004277338,7.365,243.3,0,353.4
"2016-01-11 20:00:00",1101,12.86,8.57,3.675,87.1,0,0,6.711,236.2,0,353.4
"2016-01-11 21:00:00",1102,12.83,8.44,3.531,85.7,0,0,7.635,238.9,0,353.4
"2016-01-11 22:00:00",1103,12.81,8.35,3.122,90.1,0,0,7.259,241.4,0,353.5
"2016-01-11 23:00:00",1104,12.79,8.27,2.44,91,0,0,7.152,242.9,0,353.5
"2016-01-12 00:00:00",1105,12.77,8.18,2.175,92.3,0,0,6.663,246,0,353.5
"2016-01-12 01:00:00",1106,12.76,8.11,2.315,94.1,0,0,6.944,244.7,0,353.5
"2016-01-12 02:00:00",1107,12.74,8.06,1.995,95.6,0,0,6.773,240.7,0,353.5
"2016-01-12 03:00:00",1108,12.73,8,1.952,95.8,0,0,7.051,244.5,0,353.5
"2016-01-12 04:00:00",1109,12.71,7.949,1.895,96.6,0,0,6.786,245.4,0,353.5
"2016-01-12 05:00:00",1110,12.7,7.896,1.81,95.5,0,0,6.537,248.6,0,353.5
"2016-01-12 06:00:00",1111,12.69,7.84,1.662,96.3,0,0,5.889,251.6,0,353.6
"2016-01-12 07:00:00",1112,12.67,7.79,1.452,96.2,0,0,5.363,248.7,0,353.6
"2016-01-12 08:00:00",1113,12.66,7.747,1.278,96.9,0,0,5.366,243.9,0,353.6
"2016-01-12 09:00:00",1114,12.65,7.7,1.083,95.6,2.741,0.009867673,5.316,243.8,0,353.6
"2016-01-12 10:00:00",1115,12.67,7.685,1.195,95.5,32.5,0.1170008,5.387,241.4,0,353.6
"2016-01-12 11:00:00",1116,12.76,7.708,1.559,91.8,82.7,0.2977511,5.857,245.3,0,353.6
"2016-01-12 12:00:00",1117,13.18,7.894,2.316,88.7,197.1,0.709644,6.589,244.4,0,353.7
"2016-01-12 13:00:00",1118,13.64,8.18,3.284,83.1,344.6,1.240541,6.57,250.2,0,353.7
"2016-01-12 14:00:00",1119,13.39,8.37,3.643,87,190.9,0.687104,5.753,250.7,0,353.6
"2016-01-12 15:00:00",1120,13.27,8.11,4.023,80.7,187.2,0.6740772,5.428,253.8,0,353.7
"2016-01-12 16:00:00",1121,13.27,8.1,4.111,83.3,105.9,0.3811909,6.084,262.4,0.4,353.7
"2016-01-12 17:00:00",1122,13.77,8.16,4.807,77.69,196.4,0.7071272,6.578,262.4,0,353.7
"2016-01-12 18:00:00",1123,13.58,8.21,4.278,78.37,63.46,0.2284404,5.83,257.9,0,353.5
"2016-01-12 19:00:00",1124,12.94,8.02,3.022,90,1.222,0.004399741,3.872,263.9,0,353.5
"2016-01-12 20:00:00",1125,12.86,7.737,2.126,95.1,0,0,3.192,260.6,0,353.6
"2016-01-12 21:00:00",1126,12.83,7.622,1.327,97.4,0,0,2.278,262.8,0,353.6
"2016-01-12 22:00:00",1127,12.8,7.567,0.967,97.1,0,0,1.402,266.9,0,353.7
"2016-01-12 23:00:00",1128,12.78,7.532,0.472,99.3,0,0,0.836,239.5,0,353.6
"2016-01-13 00:00:00",1129,12.76,7.494,-0.027,99.3,0,0,0.207,10.7,0,353.4
"2016-01-13 01:00:00",1130,12.74,7.45,0.008,99.3,0,0,0.232,84.3,0,353.6
"2016-01-13 02:00:00",1131,12.73,7.399,0.1,99.3,0,0,0.07,7.139,0,353.4
"2016-01-13 03:00:00",1132,12.71,7.379,-0.226,99.3,0,0,0.596,43.52,0,353.4
"2016-01-13 04:00:00",1133,12.69,7.37,0.024,99.3,0,0,0.133,81.4,0,353.4
"2016-01-13 05:00:00",1134,12.68,7.348,0.12,99.3,0,0,0.151,54.3,0,353.4
"2016-01-13 06:00:00",1135,12.66,7.332,0.081,99.3,0,0,0.715,55.49,0,353.4
"2016-01-13 07:00:00",1136,12.65,7.301,0.193,99.3,0,0,0.546,46.39,0,353.4
"2016-01-13 08:00:00",1137,12.64,7.282,0.309,99.3,0,0,0.806,49.21,0,353.4
"2016-01-13 09:00:00",1138,12.63,7.249,0.349,99.3,4.115,0.01481438,1.711,70.27,0,353.5
"2016-01-13 10:00:00",1139,12.67,7.27,0.473,99.3,44.17,0.1590178,2.013,77.57,0,353.5
"2016-01-13 11:00:00",1140,12.85,7.348,1.073,99.3,104.5,0.3763117,2.628,82.9,0,353.5
"2016-01-13 12:00:00",1141,12.97,7.45,1.786,99.3,119.4,0.4297186,2.547,89.3,0,353.5
"2016-01-13 13:00:00",1142,13.78,7.667,2.929,92.3,335.2,1.206619,2.549,76.75,0,353.6
"2016-01-13 14:00:00",1143,13.88,8.06,4.681,81.8,345.2,1.24269,1.48,77.69,0,353.6
"2016-01-13 15:00:00",1144,13.65,8.12,5.824,71.76,203.7,0.7331859,0.91,234.1,0,353.6
"2016-01-13 16:00:00",1145,13.49,8.03,6.42,71.83,166.1,0.5978322,0.689,194.5,0,353.5
"2016-01-13 17:00:00",1146,13.1,7.903,6.5,71.97,71.01,0.25562,0.236,259.6,0,353.6
"2016-01-13 18:00:00",1147,12.93,7.751,6.415,79.25,18.2,0.06553451,0.202,99,0,353.4
"2016-01-13 19:00:00",1148,12.87,7.641,5.926,79.39,0.477,0.001716637,1.107,72.07,0,353.4
"2016-01-13 20:00:00",1149,12.84,7.598,5.907,86,0,0,1.109,80.9,0,353.4
"2016-01-13 21:00:00",1150,12.81,7.598,5.709,82.6,0,0,1.389,80.2,0,353.4
"2016-01-13 22:00:00",1151,12.79,7.615,5.772,75.23,0,0,0.604,78.79,0,353.4
"2016-01-13 23:00:00",1152,12.77,7.63,6.706,77.21,0,0,0.849,185.7,0,353.5
"2016-01-14 00:00:00",1153,12.75,7.65,6.419,78.26,0,0,0.905,202.1,0,353.5
"2016-01-14 01:00:00",1154,12.73,7.663,6.533,71.76,0,0,3.655,218.8,0,353.5
"2016-01-14 02:00:00",1155,12.7,7.66,6.355,66.31,0,0,3.974,233.4,0,353.6
"2016-01-14 03:00:00",1156,12.68,7.663,6.184,71.49,0,0,3.596,237.1,0,353.6
"2016-01-14 04:00:00",1157,12.66,7.662,6.075,73.36,0,0,4.21,235.4,0,353.6
"2016-01-14 05:00:00",1158,12.64,7.646,5.562,67.4,0,0,4.457,241.5,0,353.6
"2016-01-14 06:00:00",1159,12.63,7.623,4.907,73.16,0,0,2.871,243.5,0,353.6
"2016-01-14 07:00:00",1160,12.62,7.623,4.868,73.46,0,0,1.644,237.7,0,353.6
"2016-01-14 08:00:00",1161,12.61,7.64,5.373,93,0,0,3.565,245,0.2,353.6
"2016-01-14 09:00:00",1162,12.6,7.615,3.838,98.8,0.455,0.001637517,3.318,275.6,4.7,353.6
"2016-01-14 10:00:00",1163,12.6,7.604,3.808,99.3,7.39,0.0266044,2.271,275.1,3.4,353.7
"2016-01-14 11:00:00",1164,12.62,7.622,4.153,99.3,29.12,0.1048172,1.47,277.1,0.9,353.7
"2016-01-14 12:00:00",1165,12.62,7.64,4.424,99.3,29.71,0.1069655,2.678,243.7,0.2,353.6
"2016-01-14 13:00:00",1166,12.62,7.64,4.717,99.3,35.39,0.1274103,2.994,253.8,0.9,353.6
"2016-01-14 14:00:00",1167,12.68,7.669,5.007,99.3,63.43,0.22834,2.395,250.7,0.3,353.6
"2016-01-14 15:00:00",1168,12.83,7.757,5.586,99.3,110.8,0.3989037,3.051,261.3,0,353.7
"2016-01-14 16:00:00",1169,12.96,7.846,6.147,96.4,133.1,0.4792564,2.819,280,0,353.7
"2016-01-14 17:00:00",1170,12.88,7.921,6.317,95.3,70.39,0.2534198,2.052,276.2,0,353.6
"2016-01-14 18:00:00",1171,12.73,7.833,6.228,94.5,27.6,0.09935581,1.668,265.5,0,353.6
"2016-01-14 19:00:00",1172,12.62,7.75,5.603,95.4,1.152,0.004145549,0.67,288.5,0,353.6
"2016-01-14 20:00:00",1173,12.59,7.707,5.32,95.3,0,0,0.535,275.4,0,353.6
"2016-01-14 21:00:00",1174,12.57,7.69,5.297,91.2,0,0,0.371,334.3,0,353.5
"2016-01-14 22:00:00",1175,12.56,7.697,4.683,92.1,0,0,0.718,306.4,0,353.7
"2016-01-14 23:00:00",1176,12.56,7.682,3.677,89.2,0,0,1.196,340.6,0,353.7
"2016-01-15 00:00:00",1177,12.55,7.662,3.271,85.7,0,0,1.578,29.88,0,353.4
"2016-01-15 01:00:00",1178,12.55,7.643,3.096,83,0,0,2.49,9.1,0,353.4
"2016-01-15 02:00:00",1179,12.54,7.617,2.883,83.3,0,0,1.978,2.146,0,353.5
"2016-01-15 03:00:00",1180,12.53,7.6,2.441,84.8,0,0,0.908,3.83,0,353.5
"2016-01-15 04:00:00",1181,12.53,7.589,1.831,88.2,0,0,0.477,309.4,0,353.7
"2016-01-15 05:00:00",1182,12.52,7.575,2.117,87,0,0,1.11,346.3,0,353.7
"2016-01-15 06:00:00",1183,12.51,7.556,1.259,94.2,0,0,1.358,321.7,0,353.8
"2016-01-15 07:00:00",1184,12.51,7.504,0.546,93.4,0,0,1.175,326.2,0,353.8
"2016-01-15 08:00:00",1185,12.5,7.458,-0.014,94.7,0,0,1.408,275.5,0,353.7
"2016-01-15 09:00:00",1186,12.5,7.407,0.009,88.1,4.175,0.01502911,1.898,294.9,0,353.7
"2016-01-15 10:00:00",1187,12.72,7.45,0.734,89.9,78.5,0.282603,1.564,281.4,0,353.7
"2016-01-15 11:00:00",1188,13.3,7.727,1.74,84.7,214.2,0.7710416,2.227,318.8,0,353.9
"2016-01-15 12:00:00",1189,13.73,8.23,2.814,81.1,372.7,1.341587,3.188,315.4,0,353.9
"2016-01-15 13:00:00",1190,13.81,8.51,4.022,68.52,457.3,1.646303,3.977,331.8,0.1,353.9
"2016-01-15 14:00:00",1191,13.83,8.57,3.801,79.83,346.9,1.248666,3.773,319.9,0,353.8
"2016-01-15 15:00:00",1192,13.74,8.4,3.465,62.54,254.3,0.9153497,3.992,318.4,0,353.8
"2016-01-15 16:00:00",1193,13.87,8.34,3.993,63.32,292.8,1.053936,3.72,326.9,0,353.8
"2016-01-15 17:00:00",1194,13.84,8.3,3.459,65.97,168.7,0.6074248,3.789,327.3,0,353.8
"2016-01-15 18:00:00",1195,13.76,8.27,2.409,80.8,81.5,0.2932823,3.158,320.7,0,353.7
"2016-01-15 19:00:00",1196,12.99,8,0.909,82,1.902,0.006848773,2.617,322.1,0,353.7
"2016-01-15 20:00:00",1197,12.92,7.724,0.557,77.72,0,0,2.951,321.8,0,353.7
"2016-01-15 21:00:00",1198,12.89,7.6,0.434,77.14,0,0,3.792,311.9,0,353.7
"2016-01-15 22:00:00",1199,12.87,7.521,-0.073,77.75,0,0,3.632,322.2,0,353.8
"2016-01-15 23:00:00",1200,12.85,7.445,-0.183,83.3,0,0,4.058,312.1,0,353.8
"2016-01-16 00:00:00",1201,12.83,7.367,-0.653,87.8,0,0,3.894,307.4,0,353.7
"2016-01-16 01:00:00",1202,12.82,7.31,-1.063,89.9,0,0,3.908,303.8,0,353.7
"2016-01-16 02:00:00",1203,12.8,7.26,-0.997,88.8,0,0,3.939,303.7,0,353.8
"2016-01-16 03:00:00",1204,12.79,7.2,-1.316,96.1,0,0,4.356,282.4,0,353.7
"2016-01-16 04:00:00",1205,12.78,7.122,-1.859,99.2,0,0,4.415,273.9,0,353.7
"2016-01-16 05:00:00",1206,12.76,7.066,-1.74,94.5,0,0,4.867,279.2,0,353.7
"2016-01-16 06:00:00",1207,12.75,7.012,-1.177,96.5,0,0,5.44,280.8,0,353.8
"2016-01-16 07:00:00",1208,12.74,6.939,-2.242,99.3,0,0,3.346,260.5,0,353.7
"2016-01-16 08:00:00",1209,12.72,6.874,-2.136,99,0,0,2.769,255,0,353.7
"2016-01-16 09:00:00",1210,12.74,6.839,-2.333,99,9.13,0.03285855,2.61,254.6,0,353.7
"2016-01-16 10:00:00",1211,13.68,7.005,-1.322,93,153.1,0.5512587,2.865,271.3,0,353.8
"2016-01-16 11:00:00",1212,13.92,7.411,0.608,79.86,284.3,1.023619,3.227,308.1,0,354
"2016-01-16 12:00:00",1213,13.96,7.568,1.848,70.67,362.1,1.303522,2.729,314.6,0,354
"2016-01-16 13:00:00",1214,13.98,7.608,2.417,71.52,409.7,1.475097,3.576,303.7,0,353.9
"2016-01-16 14:00:00",1215,14.01,7.651,3.118,71.35,424.5,1.528137,2.385,321.2,0,354
"2016-01-16 15:00:00",1216,14.03,7.639,3.318,63.42,339.7,1.223001,2.456,307.7,0,353.9
"2016-01-16 16:00:00",1217,14.05,7.622,4.144,54.77,368.4,1.326291,2.075,314,0,353.9
"2016-01-16 17:00:00",1218,14.08,7.567,3.803,57.09,231.4,0.8329652,2.543,332.7,0,353.8
"2016-01-16 18:00:00",1219,14.04,7.489,2.741,73.19,90.4,0.3255899,1.959,316.1,0,353.8
"2016-01-16 19:00:00",1220,13.06,7.309,0.81,77.41,2.591,0.009327044,1.682,309,0,353.8
"2016-01-16 20:00:00",1221,12.94,7.111,0.088,75.44,0,0,1.338,320.9,0,353.8
"2016-01-16 21:00:00",1222,12.91,7.02,-0.302,78.88,0,0,0.909,318.8,0,353.8
"2016-01-16 22:00:00",1223,12.89,6.962,-0.377,86.7,0,0,0.967,310.2,0,353.8
"2016-01-16 23:00:00",1224,12.87,6.913,-1.449,83,0,0,0.956,314.5,0,353.8
"2016-01-17 00:00:00",1225,12.85,6.864,-1.602,88.9,0,0,1.451,277.2,0,353.7
"2016-01-17 01:00:00",1226,12.84,6.819,-1.884,90.8,0,0,1.341,251.7,0,353.7
"2016-01-17 02:00:00",1227,12.82,6.778,-2.05,89.7,0,0,0.369,249,0,353.6
"2016-01-17 03:00:00",1228,12.81,6.744,-2.701,92.5,0,0,0.604,124.4,0,353.6
"2016-01-17 04:00:00",1229,12.79,6.703,-2.816,96,0,0,0.598,180.8,0,353.6
"2016-01-17 05:00:00",1230,12.78,6.668,-3.683,94.7,0,0,0.993,269.8,0,353.6
"2016-01-17 06:00:00",1231,12.76,6.632,-3.099,95.1,0,0,0.912,286,0,353.8
"2016-01-17 07:00:00",1232,12.75,6.593,-3.338,94.1,0,0,0.562,220.3,0,353.6
"2016-01-17 08:00:00",1233,12.74,6.558,-3.438,96.7,0,0,0.887,209.9,0,353.7
"2016-01-17 09:00:00",1234,12.73,6.526,-3.491,94.9,4.207,0.01514618,0.237,94.1,0,353.6
"2016-01-17 10:00:00",1235,13.6,6.638,-2.647,92.1,148.7,0.535478,0.069,79.91,0,353.6
"2016-01-17 11:00:00",1236,13.88,7.067,-1.623,93.5,214,0.7704809,0.824,71.5,0,353.6
"2016-01-17 12:00:00",1237,13.99,7.124,-0.384,87.4,267.9,0.9644616,0.649,254.7,0,353.8
"2016-01-17 13:00:00",1238,14.05,7.207,1.3,78.3,450.3,1.621085,1.112,253.4,0,353.9
"2016-01-17 14:00:00",1239,14.09,7.267,3.211,70.47,508.5,1.830768,0.976,237.5,0,353.9
"2016-01-17 15:00:00",1240,14.1,7.268,4.859,67.27,426.5,1.53545,0.859,247.9,0,353.8
"2016-01-17 16:00:00",1241,14.09,7.257,5.142,62.88,287.3,1.034296,1.288,247.6,0,353.8
"2016-01-17 17:00:00",1242,13.84,7.204,4.84,61.41,113.4,0.4084133,1.245,226.1,0,353.7
"2016-01-17 18:00:00",1243,13.21,7.11,4.071,69.45,38.92,0.1401297,1.005,253.8,0,353.7
"2016-01-17 19:00:00",1244,12.95,6.938,3.309,79.93,0.589,0.002120757,1.339,246.1,0,353.7
"2016-01-17 20:00:00",1245,12.91,6.831,2.602,76.9,0,0,0.987,247.7,0,353.7
"2016-01-17 21:00:00",1246,12.89,6.792,2.72,75.95,0,0,2.543,239.9,0,353.7
"2016-01-17 22:00:00",1247,12.87,6.768,2.452,77.65,0,0,3.664,244.5,0,353.7
"2016-01-17 23:00:00",1248,12.85,6.745,0.796,98.9,0,0,2.437,276.3,0,353.8
"2016-01-18 00:00:00",1249,12.83,6.709,0.118,99.3,0,0,1.406,281.9,0,353.8
"2016-01-18 01:00:00",1250,12.81,6.718,0.388,99.3,0,0,1.088,277.4,0,353.8
"2016-01-18 02:00:00",1251,12.8,6.718,0.479,99.3,0,0,1.674,263.7,0.2,353.8
"2016-01-18 03:00:00",1252,12.78,6.702,0.622,99.3,0,0,2.052,254.9,0.3,353.7
"2016-01-18 04:00:00",1253,12.76,6.68,0.768,99.3,0,0,1.942,238.8,0.1,353.7
"2016-01-18 05:00:00",1254,12.74,6.678,1.022,99.3,0,0,2.133,229.6,0,353.7
"2016-01-18 06:00:00",1255,12.73,6.674,1.541,99.3,0,0,2.752,239.4,0.8,353.7
"2016-01-18 07:00:00",1256,12.72,6.655,1.95,99.3,0,0,3.444,240.2,0.2,353.7
"2016-01-18 08:00:00",1257,12.71,6.643,2.587,99.3,0,0,3.871,239.6,0.1,353.7
"2016-01-18 09:00:00",1258,12.7,6.635,3.357,99.3,0.867,0.003121738,5.147,237.6,0.1,353.8
"2016-01-18 10:00:00",1259,12.7,6.64,3.773,99.3,9.04,0.03255439,5.829,238.7,1.1,353.8
"2016-01-18 11:00:00",1260,12.77,6.673,4.072,98.2,54.48,0.1961134,7.747,244.6,0,353.8
"2016-01-18 12:00:00",1261,13.03,6.755,4.541,92.5,148,0.5326855,7.483,243.8,0.1,353.9
"2016-01-18 13:00:00",1262,13.46,7.007,5.179,88.6,157.6,0.5672188,8.07,243.8,0,353.8
"2016-01-18 14:00:00",1263,13.42,7.019,5.319,85.8,166.4,0.5989148,9.31,245,0.2,353.8
"2016-01-18 15:00:00",1264,13.73,7.115,5.543,83.6,262.2,0.9440613,10.27,247.5,0,353.8
"2016-01-18 16:00:00",1265,13.9,7.264,5.986,87.9,232.7,0.8375542,8.85,249.6,0,353.8
"2016-01-18 17:00:00",1266,13.65,7.259,5.858,78.03,162.5,0.5848733,7.626,262,0,353.8
"2016-01-18 18:00:00",1267,13.01,7.121,3.03,95.3,15.06,0.05420648,4.017,286.7,0,353.8
"2016-01-18 19:00:00",1268,12.91,6.925,3.172,97.8,1.014,0.003651276,3.515,269.4,0,353.7
"2016-01-18 20:00:00",1269,12.87,6.849,2.96,93.2,0,0,3.867,263,0,353.7
"2016-01-18 21:00:00",1270,12.83,6.804,1.47,96.4,0,0,2.899,262.7,0,353.7
"2016-01-18 22:00:00",1271,12.8,6.769,0.637,96.4,0,0,2.246,268.3,0,353.7
"2016-01-18 23:00:00",1272,12.77,6.745,0.09,94,0,0,1.628,255.6,0,353.7
"2016-01-19 00:00:00",1273,12.73,6.725,-0.313,97.6,0,0,1.756,245.5,0,353.7
"2016-01-19 01:00:00",1274,12.71,6.709,-0.876,97.7,0,0,1.114,248,0,353.7
"2016-01-19 02:00:00",1275,12.69,6.682,-1.414,98.9,0,0,0.917,276.8,0,353.7
"2016-01-19 03:00:00",1276,12.68,6.649,-1.16,99.3,0,0,1.411,237,0,353.6
"2016-01-19 04:00:00",1277,12.67,6.635,-0.607,99.3,0,0,2.317,241.3,0,353.7
"2016-01-19 05:00:00",1278,12.67,6.633,-0.748,99.3,0,0,1.635,247.5,0,353.7
"2016-01-19 06:00:00",1279,12.66,6.615,-0.677,99.3,0,0,1.733,252.5,0,353.8
"2016-01-19 07:00:00",1280,12.66,6.595,-0.548,99.3,0,0,1.367,278.7,0,353.8
"2016-01-19 08:00:00",1281,12.65,6.59,-0.529,99.3,0,0,0.459,285.7,0,353.7
"2016-01-19 09:00:00",1282,12.65,6.58,-0.553,99.3,3.386,0.0121895,0.253,68.88,0,353.6
"2016-01-19 10:00:00",1283,12.68,6.585,-0.474,99.3,35.56,0.1280321,0.669,237.6,0,353.7
"2016-01-19 11:00:00",1284,12.88,6.66,-0.12,99.3,99,0.3564882,0.587,242.4,0,353.8
"2016-01-19 12:00:00",1285,13.43,6.862,0.225,98.7,197.2,0.7100907,0.625,240.5,0,353.7
"2016-01-19 13:00:00",1286,13.55,7.123,0.903,95.5,191.9,0.6908739,0.622,270.2,0,353.8
"2016-01-19 14:00:00",1287,13.98,7.168,1.653,91.5,244,0.8783032,0.54,28.96,0,353.7
"2016-01-19 15:00:00",1288,14.02,7.275,2.322,81.5,246.4,0.886898,0.322,196.1,0,353.7
"2016-01-19 16:00:00",1289,14.04,7.309,2.964,80.6,235.3,0.8469656,0.454,182.5,0,353.6
"2016-01-19 17:00:00",1290,13.91,7.308,3.403,82.8,186.4,0.6709894,0.508,181.3,0,353.6
"2016-01-19 18:00:00",1291,13.35,7.192,3.022,87.9,55.02,0.1980735,0.202,119.7,0,353.5
"2016-01-19 19:00:00",1292,12.97,7.014,1.972,92.1,1.608,0.005789938,1.027,96.1,0,353.5
"2016-01-19 20:00:00",1293,12.92,6.848,1.59,94.1,0,0,0.16,109.9,0,353.5
"2016-01-19 21:00:00",1294,12.89,6.786,0.733,95.1,0,0,0.78,63.66,0,353.5
"2016-01-19 22:00:00",1295,12.86,6.757,0.959,92.1,0,0,1.089,76.83,0,353.6
"2016-01-19 23:00:00",1296,12.84,6.731,0.871,92.5,0,0,0.532,79.25,0,353.5
"2016-01-20 00:00:00",1297,12.82,6.71,0.111,96,0,0,1.391,79.29,0,353.5
"2016-01-20 01:00:00",1298,12.8,6.701,-0.572,98.2,0,0,1.48,94.4,0,353.6
"2016-01-20 02:00:00",1299,12.78,6.68,0.657,98.2,0,0,0.986,157.2,0,353.6
"2016-01-20 03:00:00",1300,12.76,6.678,-0.272,98.9,0,0,1.535,70.62,0,353.6
"2016-01-20 04:00:00",1301,12.73,6.666,0.634,95.2,0,0,0.607,41.2,0,353.5
"2016-01-20 05:00:00",1302,12.71,6.649,0.881,96.3,0,0,0.381,83.4,0,353.5
"2016-01-20 06:00:00",1303,12.68,6.635,1.113,93,0,0,0.169,89.1,0,353.5
"2016-01-20 07:00:00",1304,12.66,6.625,1.126,95.5,0,0,0.346,67.91,0,353.6
"2016-01-20 08:00:00",1305,12.65,6.596,1.086,96.9,0,0,0.066,138.5,0,353.6
"2016-01-20 09:00:00",1306,12.64,6.578,0.617,99.3,2.773,0.009982583,0.511,38.36,0,353.6
"2016-01-20 10:00:00",1307,13.63,6.732,0.975,94.8,142.1,0.5116084,1.244,62.91,0,353.7
"2016-01-20 11:00:00",1308,13.97,7.197,2.868,86.2,302.4,1.088652,1.307,61.52,0,353.7
"2016-01-20 12:00:00",1309,14.01,7.303,4.344,78.4,376.9,1.356877,1.116,82.7,0,353.7
"2016-01-20 13:00:00",1310,14.06,7.344,4.793,78.91,271,0.9755368,1.356,218.9,0,353.7
"2016-01-20 14:00:00",1311,14.1,7.295,4.916,79.49,204,0.7345413,1.586,228.5,0,353.7
"2016-01-20 15:00:00",1312,14.07,7.251,5.184,75,189.9,0.6837485,1.065,224.1,0,353.7
"2016-01-20 16:00:00",1313,14,7.25,5.593,75.17,161.5,0.581452,1.635,250.7,0,353.8
"2016-01-20 17:00:00",1314,13.49,7.237,5.699,79.08,92.1,0.3315612,2.129,267.8,0,353.8
"2016-01-20 18:00:00",1315,13.07,7.153,5.401,84.5,35.74,0.1286569,2.238,274.8,0,353.8
"2016-01-20 19:00:00",1316,12.95,7.047,5.063,91.1,0.919,0.003308933,1.578,261.3,0,353.7
"2016-01-20 20:00:00",1317,12.91,6.993,4.886,94.9,0,0,3.344,266.6,0,353.7
"2016-01-20 21:00:00",1318,12.89,6.983,4.471,96.7,0,0,1.662,267.8,0,353.7
"2016-01-20 22:00:00",1319,12.87,6.983,4.111,98.3,0,0,1.271,271.1,0,353.7
"2016-01-20 23:00:00",1320,12.85,6.983,3.902,99.3,0,0,0.357,250.1,0,353.7
"2016-01-21 00:00:00",1321,12.83,6.983,3.755,99.3,0,0,1.292,265.6,0,353.7
"2016-01-21 01:00:00",1322,12.82,6.983,3.673,99.3,0,0,1.101,271.8,0,353.7
"2016-01-21 02:00:00",1323,12.8,6.985,3.671,99.3,0,0,0.939,282.4,0,353.7
"2016-01-21 03:00:00",1324,12.78,7,3.775,99.3,0,0,0.749,276.1,0,353.7
"2016-01-21 04:00:00",1325,12.76,7.006,3.873,99.3,0,0,1.052,292,0,353.8
"2016-01-21 05:00:00",1326,12.73,7.017,4.037,99.3,0,0,1.017,289,0,353.8
"2016-01-21 06:00:00",1327,12.71,7.028,4.084,99.3,0,0,0.947,270.3,0,353.7
"2016-01-21 07:00:00",1328,12.68,7.028,4.1,99.3,0,0,1.181,246.3,0,353.7
"2016-01-21 08:00:00",1329,12.67,7.028,4.189,99.3,0,0,2.558,236.9,0,353.7
"2016-01-21 09:00:00",1330,12.65,7.019,4.007,99.3,1.908,0.006867703,2.841,256.7,0,353.7
"2016-01-21 10:00:00",1331,12.66,7.028,4.087,99.3,22.31,0.08030124,1.758,263.2,0,353.7
"2016-01-21 11:00:00",1332,12.71,7.08,4.338,99.1,50.19,0.1806679,2.049,261.4,0,353.8
"2016-01-21 12:00:00",1333,13.07,7.19,4.844,94.1,149.7,0.5389382,2.278,255.9,0,353.8
"2016-01-21 13:00:00",1334,13.36,7.429,5.486,91.3,184.7,0.6648511,1.512,274.9,0,353.8
"2016-01-21 14:00:00",1335,13.36,7.545,5.727,93.9,161.4,0.5810716,1.263,242.3,0,353.7
"2016-01-21 15:00:00",1336,13.4,7.57,5.798,99.3,152.9,0.5504552,1.671,248.3,0,353.7
"2016-01-21 16:00:00",1337,13.31,7.559,6.061,97.4,116.6,0.4199259,1.5,256.7,0,353.7
"2016-01-21 17:00:00",1338,13.08,7.521,6.325,98.4,50,0.1799931,0.384,251.5,0,353.6
"2016-01-21 18:00:00",1339,12.9,7.414,6.312,99.3,13.93,0.05014874,0.907,261.2,0,353.7
"2016-01-21 19:00:00",1340,12.84,7.372,6.14,99.3,0.803,0.002889052,0.069,25.99,0,353.4
"2016-01-21 20:00:00",1341,12.79,7.357,6.172,99.3,0,0,0,0,0,353.7
"2016-01-21 21:00:00",1342,12.74,7.378,6.192,99.3,0,0,0,0,0,353.7
"2016-01-21 22:00:00",1343,12.7,7.39,6.249,99.4,0,0,0,0,0,353.5
"2016-01-21 23:00:00",1344,12.67,7.416,6.2,99.3,0,0,0.072,20.82,0,353.6
"2016-01-22 00:00:00",1345,12.65,7.451,6.342,99.3,0,0,0.022,10.93,0,353.3
"2016-01-22 01:00:00",1346,12.64,7.476,6.493,99.3,0,0,0.143,34.14,0,353.3
"2016-01-22 02:00:00",1347,12.63,7.487,6.793,99.3,0,0,0.003,353.2,0,353.5
"2016-01-22 03:00:00",1348,12.63,7.515,7.007,99.3,0,0,0.549,251.9,0,353.6
"2016-01-22 04:00:00",1349,12.62,7.532,7.037,99.3,0,0,0.455,267.3,0,353.6
"2016-01-22 05:00:00",1350,12.62,7.552,6.97,99.3,0,0,0.068,264.4,0,353.5
"2016-01-22 06:00:00",1351,12.61,7.575,7.061,99.4,0,0,0.259,268.6,0.1,353.5
"2016-01-22 07:00:00",1352,12.61,7.576,7.129,99.3,0,0,1.063,259.3,0,353.6
"2016-01-22 08:00:00",1353,12.6,7.598,7.186,99.3,0,0,1.309,254.5,0.1,353.6
"2016-01-22 09:00:00",1354,12.6,7.616,7.2,99.3,1.637,0.005893398,1.695,252,0.1,353.6
